id,hname,City,state,ZIP Code,county,total_amount,year,group
3798,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,HENDERSON,NV,89015,CLARK,20,0,low
3799,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,LAS VEGAS,NV,89113,CLARK,20,0,low
3800,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,HENDERSON,NV,89052,CLARK,21,0,low
3801,ST ROSE HOSPITAL,HAYWARD,CA,94545,ALAMEDA,20,0,low
3802,ST TAMMANY PARISH HOSPITAL,COVINGTON,LA,70433,SAINT TAMMANY,20,0,low
3803,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,ANDERSON,IN,46016,MADISON,21,0,low
3804,ST VINCENT CARMEL HOSPITAL INC,CARMEL,IN,46032,HAMILTON,20,0,low
3805,ST VINCENT CHARITY MEDICAL CENTER,CLEVELAND,OH,44115,CUYAHOGA,20,0,low
3806,ST VINCENT CLAY HOSPITAL INC,BRAZIL,IN,47834,CLAY,25,1,medium
3807,ST VINCENT DUNN HOSPITAL INC,BEDFORD,IN,47421,LAWRENCE,22,1,medium
3808,ST VINCENT FISHERS HOSPITAL INC,FISHERS,IN,46037,HAMILTON,21,0,low
3809,ST VINCENT FRANKFORT HOSPITAL INC,FRANKFORT,IN,46041,CLINTON,27,1,medium
3810,ST VINCENT HEALTHCARE,BILLINGS,MT,59107,YELLOWSTONE,20,0,low
3811,ST VINCENT HEART CENTER OF INDIANA LLC,INDIANAPOLIS,IN,46290,HAMILTON,20,0,low
3812,ST VINCENT HOSPITAL,GREEN BAY,WI,54301,BROWN,20,0,low
3813,ST VINCENT HOSPITAL,SANTA FE,NM,87505,SANTA FE,21,0,low
3814,ST VINCENT HOSPITAL,WORCESTER,MA,1608,WORCESTER,22,1,medium
3815,ST VINCENT HOSPITAL & HEALTH SERVICES,INDIANAPOLIS,IN,46260,MARION,20,0,low
3816,ST VINCENT INFIRMARY MEDICAL CENTER,LITTLE ROCK,AR,72205,PULASKI,23,1,medium
3817,ST VINCENT JENNINGS HOSPITAL INC,NORTH VERNON,IN,47265,JENNINGS,24,1,medium
3818,ST VINCENT KOKOMO,KOKOMO,IN,46904,HOWARD,20,0,low
3819,ST VINCENT MEDICAL CENTER/NORTH,SHERWOOD,AR,72120,PULASKI,22,1,medium
3820,ST VINCENT MERCY HOSPITAL,ELWOOD,IN,46036,MADISON,25,1,medium
3821,ST VINCENT MORRILTON,MORRILTON,AR,72110,CONWAY,95,1,medium
3822,ST VINCENT RANDOLPH HOSPITAL INC,WINCHESTER,IN,47394,RANDOLPH,20,0,low
3823,ST VINCENT SALEM HOSPITAL INC,SALEM,IN,47167,WASHINGTON,20,0,low
3824,ST VINCENT WILLIAMSPORT HOSPITAL INC,WILLIAMSPORT,IN,47993,WARREN,26,1,medium
3825,ST VINCENTS BIRMINGHAM,BIRMINGHAM,AL,35205,JEFFERSON,20,0,low
3826,ST VINCENTS EAST,BIRMINGHAM,AL,35235,JEFFERSON,26,1,medium
3827,ST VINCENTS MEDICAL CENTER,BRIDGEPORT,CT,6606,FAIRFIELD,23,1,medium
3828,ST VINCENTS MEDICAL CENTER - CLAY COUNTY,MIDDLEBURG,FL,32068,CLAY,24,1,medium
3829,ST VINCENTS MEDICAL CENTER RIVERSIDE,JACKSONVILLE,FL,32204,DUVAL,23,1,medium
3830,ST VINCENTS MEDICAL CENTER SOUTHSIDE,JACKSONVILLE,FL,32216,DUVAL,20,0,low
3831,ST VINCENTS ST CLAIR,PELL CITY,AL,35125,SAINT CLAIR,21,0,low
3832,"STAFFORD HOSPITAL, LLC",STAFFORD,VA,22554,STAFFORD,20,0,low
3833,STAMFORD HOSPITAL,STAMFORD,CT,6904,FAIRFIELD,20,0,low
3834,STAMFORD MEMORIAL HOSPITAL,STAMFORD,TX,79553,JONES,21,0,low
3835,STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL,FORT YATES,ND,58538,SIOUX,101,1,medium
3836,STANFORD HOSPITAL,STANFORD,CA,94305,SANTA CLARA,20,0,low
3837,STANISLAUS SURGICAL HOSPITAL,MODESTO,CA,95355,STANISLAUS,101,1,medium
3838,STANLY REGIONAL MEDICAL CENTER,ALBEMARLE,NC,28001,STANLY,23,1,medium
3839,STAR VALLEY MEDICAL CENTER,AFTON,WY,83110,LINCOLN,31,1,medium
3840,STARR COUNTY MEMORIAL HOSPITAL,RIO GRANDE CITY,TX,78582,STARR,35,1,medium
3841,STARR REGIONAL MEDICAL CENTER ATHENS,ATHENS,TN,37371,MCMINN,21,0,low
3842,STATEN ISLAND UNIVERSITY HOSPITAL,STATEN ISLAND,NY,10305,RICHMOND,20,0,low
3843,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,SAINTE GENEVIEVE,MO,63670,SAINTE GENEVIEVE,40,1,medium
3844,STEPHENS COUNTY HOSPITAL,TOCCOA,GA,30577,STEPHENS,21,0,low
3845,STEPHENS MEMORIAL HOSPITAL,NORWAY,ME,4268,OXFORD,21,0,low
3846,STEPHENS MEMORIAL HOSPITAL,BRECKENRIDGE,TX,76424,STEPHENS,21,0,low
3847,STERLING REGIONAL MEDCENTER,STERLING,CO,80751,LOGAN,21,0,low
3848,STERLING SURGICAL HOSPITAL,SLIDELL,LA,70458,SAINT TAMMANY,78,1,medium
3849,STEVENS COMMUNITY MEDICAL CENTER,MORRIS,MN,56267,STEVENS,20,0,low
3850,STEVENS COUNTY HOSPITAL,HUGOTON,KS,67951,STEVENS,35,1,medium
3851,STEWART MEMORIAL COMMUNITY HOSPITAL,LAKE CITY,IA,51449,CALHOUN,40,1,medium
3852,STILLWATER MEDICAL CENTER,STILLWATER,OK,74076,PAYNE,21,0,low
3853,STONE COUNTY MEDICAL CENTER,MOUNTAIN VIEW,AR,72560,STONE,29,1,medium
3854,STONES RIVER HOSPITAL,WOODBURY,TN,37190,CANNON,20,0,low
3855,STONEWALL JACKSON MEMORIAL HOSPITAL,WESTON,WV,26452,LEWIS,20,0,low
3856,STORMONT-VAIL HEALTHCARE,TOPEKA,KS,66604,SHAWNEE,20,0,low
3857,STORY COUNTY HOSPITAL,NEVADA,IA,50201,STORY,110,1,medium
3858,STOUGHTON HOSPITAL,STOUGHTON,WI,53589,DANE,24,1,medium
3859,STRAITH HOSPITAL FOR SPECIAL SURGERY,SOUTHFIELD,MI,48033,OAKLAND,106,1,medium
3860,STRAUB CLINIC AND HOSPITAL,HONOLULU,HI,96813,HONOLULU,20,0,low
3861,STRONG MEMORIAL HOSPITAL,ROCHESTER,NY,14642,MONROE,23,1,medium
3862,STROUD REGIONAL MEDICAL CENTER,STROUD,OK,74079,LINCOLN,82,1,medium
3863,STURDY MEMORIAL HOSPITAL,ATTLEBORO,MA,2703,BRISTOL,21,0,low
3864,STURGIS HOSPITAL,STURGIS,MI,49091,SAINT JOSEPH,21,0,low
3865,STURGIS REGIONAL HOSPITAL,STURGIS,SD,57785,MEADE,24,1,medium
3866,SUBURBAN HOSPITAL,BETHESDA,MD,20814,MONTGOMERY,21,0,low
3867,SUGAR LAND SURGICAL HOSPITAL LLP,SUGAR LAND,TX,77479,FORT BEND,21,0,low
3868,SULLIVAN COUNTY COMMUNITY HOSPITAL,SULLIVAN,IN,47882,SULLIVAN,25,1,medium
3869,SUMMA BARBERTON HOSPITAL,BARBERTON,OH,44203,SUMMIT,20,0,low
3870,SUMMA HEALTH SYSTEMS HOSPITALS,AKRON,OH,44309,SUMMIT,21,0,low
3871,SUMMA WESTERN RESERVE HOSPITAL,CUYAHOGA FALLS,OH,44223,SUMMIT,21,0,low
3872,SUMMERLIN HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,89144,CLARK,22,1,medium
3873,SUMMERS COUNTY ARH HOSPITAL,HINTON,WV,25951,SUMMERS,96,1,medium
3874,SUMMERSVILLE REGIONAL MEDICAL CENTER,SUMMERSVILLE,WV,26651,NICHOLAS,21,0,low
3875,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,AZ,85901,NAVAJO,21,0,low
3876,SUMMIT MEDICAL CENTER,EDMOND,OK,73013,OKLAHOMA,20,0,low
3877,SUMMIT PACIFIC MEDICAL CENTER-SWING BED UNIT,ELMA,WA,98541,GRAYS HARBOR,21,0,low
3878,"SUMMIT SURGICAL, LLC",HUTCHINSON,KS,67502,RENO,118,2,high
3879,SUMNER REGIONAL MEDICAL CENTER,GALLATIN,TN,37066,SUMNER,21,0,low
3880,SUMNER REGIONAL MEDICAL CENTER,WELLINGTON,KS,67152,SUMNER,22,1,medium
3881,SUNBURY COMMUNITY HOSPITAL,SUNBURY,PA,17801,NORTHUMBERLAND,20,0,low
3882,SUNNYSIDE COMMUNITY HOSPITAL,SUNNYSIDE,WA,98944,YAKIMA,20,0,low
3883,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,SCHENECTADY,NY,12308,SCHENECTADY,35,1,medium
3884,SUNRISE HOSPITAL AND MEDICAL CENTER,LAS VEGAS,NV,89109,CLARK,20,0,low
3885,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,PASADENA,TX,77504,HARRIS,22,1,medium
3886,SURGICAL HOSPITAL AT SOUTHWOODS,YOUNGSTOWN,OH,44512,MAHONING,80,1,medium
3887,SURGICAL HOSPITAL OF OKLAHOMA,OKLAHOMA CITY,OK,73129,OKLAHOMA,20,0,low
3888,SURGICAL INSTITUTE OF READING,WYOMISSING,PA,19610,BERKS,91,1,medium
3889,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,ALLENTOWN,PA,18104,LEHIGH,69,1,medium
3890,SURGICAL SPECIALTY CENTER OF BATON ROUGE,BATON ROUGE,LA,70810,EAST BATON ROUGE,53,1,medium
3891,SUSAN B ALLEN MEMORIAL HOSPITAL,EL DORADO,KS,67042,BUTLER,21,0,low
3892,SUTTER AMADOR HOSPITAL,JACKSON,CA,95642,AMADOR,20,0,low
3893,SUTTER AUBURN FAITH HOSPITAL,AUBURN,CA,95603,PLACER,22,1,medium
3894,SUTTER COAST HOSPITAL,CRESCENT CITY,CA,95531,DEL NORTE,20,0,low
3895,SUTTER DAVIS HOSPITAL,DAVIS,CA,95616,YOLO,20,0,low
3896,SUTTER DELTA MEDICAL CENTER,ANTIOCH,CA,94509,CONTRA COSTA,22,1,medium
3897,SUTTER GENERAL HOSPITAL,SACRAMENTO,CA,95816,SACRAMENTO,21,0,low
3898,SUTTER LAKESIDE HOSPITAL,LAKEPORT,CA,95453,LAKE,27,1,medium
3899,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,SANTA CRUZ,CA,95065,SANTA CRUZ,23,1,medium
3900,SUTTER ROSEVILLE MEDICAL CENTER,ROSEVILLE,CA,95661,PLACER,20,0,low
3901,SUTTER SANTA ROSA REGIONAL HOSPITAL,SANTA ROSA,CA,95403,SONOMA,22,1,medium
3902,SUTTER SOLANO MEDICAL CENTER,VALLEJO,CA,94589,SOLANO,20,0,low
3903,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,YUBA CITY,CA,95991,SUTTER,85,1,medium
3904,SUTTER TRACY COMMUNITY HOSPITAL,TRACY,CA,95376,SAN JOAQUIN,20,0,low
3905,SWAIN COUNTY HOSPITAL,BRYSON CITY,NC,28713,SWAIN,88,1,medium
3906,SWEDISH AMERICAN HOSPITAL,ROCKFORD,IL,61104,WINNEBAGO,23,1,medium
3907,SWEDISH COVENANT HOSPITAL,CHICAGO,IL,60625,COOK,22,1,medium
3908,SWEDISH EDMONDS HOSPITAL,EDMONDS,WA,98026,SNOHOMISH,20,0,low
3909,SWEDISH ISSAQUAH,ISSAQUAH,WA,98029,KING,20,0,low
3910,SWEDISH MEDICAL CENTER,ENGLEWOOD,CO,80113,ARAPAHOE,20,0,low
3911,SWEDISH MEDICAL CENTER,SEATTLE,WA,98122,KING,20,0,low
3912,SWEDISH MEDICAL CENTER / CHERRY HILL,SEATTLE,WA,98122,KING,20,0,low
3913,SWEETWATER HOSPITAL ASSOCIATION,SWEETWATER,TN,37874,MONROE,21,0,low
3914,SWIFT COUNTY BENSON HOSPITAL,BENSON,MN,56215,SWIFT,20,0,low
3915,SWISHER MEMORIAL HOSPITAL,TULIA,TX,79088,SWISHER,25,1,medium
3916,SYCAMORE MEDICAL CENTER,MIAMISBURG,OH,45342,MONTGOMERY,21,0,low
3917,SYCAMORE SHOALS HOSPITAL,ELIZABETHTON,TN,37643,CARTER,20,0,low
3918,SYLVAN GROVE HOSPITAL,JACKSON,GA,30233,BUTTS,120,2,high
3919,SYRACUSE VA MEDICAL CENTER,SYRACUSE,NY,13210,ONONDAGA,108,1,medium
3920,SYRINGA GENERAL HOSPITAL,GRANGEVILLE,ID,83530,IDAHO,115,2,high
3921,T J SAMSON COMMUNITY HOSPITAL,GLASGOW,KY,42141,BARREN,22,1,medium
3922,TACOMA GENERAL ALLENMORE HOSPITAL,TACOMA,WA,98415,PIERCE,20,0,low
3923,TAHOE FOREST HOSPITAL,TRUCKEE,CA,96161,NEVADA,87,1,medium
3924,TAKOMA REGIONAL HOSPITAL,GREENEVILLE,TN,37743,GREENE,20,0,low
3925,TALLAHASSEE MEMORIAL HOSPITAL,TALLAHASSEE,FL,32308,LEON,24,1,medium
3926,TALLAHATCHIE CRITICAL ACCESS HOSPITAL,CHARLESTON,MS,38921,TALLAHATCHIE,45,1,medium
3927,TAMPA COMMUNITY HOSPITAL,TAMPA,FL,33615,HILLSBOROUGH,22,1,medium
3928,TAMPA GENERAL HOSPITAL,TAMPA,FL,33606,HILLSBOROUGH,21,0,low
3929,TAMPA VA MEDICAL CENTER,TAMPA,FL,33612,HILLSBOROUGH,114,1,medium
3930,TANNER MEDICAL CENTER - CARROLLTON,CARROLLTON,GA,30117,CARROLL,20,0,low
3931,TANNER MEDICAL CENTER VILLA RICA,VILLA RICA,GA,30180,CARROLL,20,0,low
3932,TAWAS ST JOSEPH HOSPITAL,TAWAS CITY,MI,48764,IOSCO,21,0,low
3933,TAYLOR REGIONAL HOSPITAL,HAWKINSVILLE,GA,31036,PULASKI,21,0,low
3934,TAYLOR REGIONAL HOSPITAL,CAMPBELLSVILLE,KY,42718,TAYLOR,21,0,low
3935,TAYLORVILLE MEMORIAL HOSPITAL,TAYLORVILLE,IL,62568,CHRISTIAN,25,1,medium
3936,TECHE REGIONAL MEDICAL CENTER,MORGAN CITY,LA,70380,SAINT MARY,21,0,low
3937,TEHACHAPI HOSPITAL,TEHACHAPI,CA,93561,KERN,98,1,medium
3938,TEMECULA VALLEY HOSPITAL,TEMECULA,CA,92592,RIVERSIDE,21,0,low
3939,TEMPLE UNIVERSITY HOSPITAL,PHILADELPHIA,PA,19140,PHILADELPHIA,20,0,low
3940,TEMPLE VA MEDICAL CENTER - VA CENTRAL TEXAS,TEMPLE,TX,76504,BELL,112,1,medium
3941,TENNOVA HEALTHCARE,KNOXVILLE,TN,37917,KNOX,21,0,low
3942,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,JEFFERSON CITY,TN,37760,JEFFERSON,21,0,low
3943,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,LA FOLLETTE,TN,37766,CAMPBELL,21,0,low
3944,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,NEWPORT,TN,37821,COCKE,21,0,low
3945,TERRE HAUTE REGIONAL HOSPITAL,TERRE HAUTE,IN,47802,VIGO,20,0,low
3946,TERREBONNE GENERAL MEDICAL CENTER,HOUMA,LA,70360,TERREBONNE,22,1,medium
3947,TETON VALLEY HOSPITAL,DRIGGS,ID,83422,TETON,112,1,medium
3948,TEXAS COUNTY MEMORIAL HOSPITAL,HOUSTON,MO,65483,TEXAS,20,0,low
3949,TEXAS GENERAL HOSPITAL,GRAND PRAIRIE,TX,75051,DALLAS,21,0,low
3950,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,ARLINGTON,TX,76012,TARRANT,24,1,medium
3951,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,PLANO,TX,75093,COLLIN,32,1,medium
3952,TEXAS HEALTH HARRIS METHODIST FORT WORTH,FORT WORTH,TX,76104,TARRANT,20,0,low
3953,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,FORT WORTH,TX,76244,TARRANT,21,0,low
3954,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,AZLE,TX,76020,TARRANT,24,1,medium
3955,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,CLEBURNE,TX,76033,JOHNSON,21,0,low
3956,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,SOUTHLAKE,TX,76092,TARRANT,21,0,low
3957,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,FORT WORTH,TX,76132,TARRANT,21,0,low
3958,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,STEPHENVILLE,TX,76401,ERATH,21,0,low
3959,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,BEDFORD,TX,76022,TARRANT,20,0,low
3960,TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,ARLINGTON,TX,76012,TARRANT,115,2,high
3961,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,DALLAS,TX,75231,DALLAS,22,1,medium
3962,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,ALLEN,TX,75013,COLLIN,21,0,low
3963,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,DENTON,TX,76201,DENTON,20,0,low
3964,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,FLOWER MOUND,TX,75028,DENTON,21,0,low
3965,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,KAUFMAN,TX,75142,KAUFMAN,20,0,low
3966,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,PLANO,TX,75093,COLLIN,20,0,low
3967,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,ROCKWALL,TX,75032,ROCKWALL,22,1,medium
3968,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,DALLAS,TX,75231,DALLAS,105,1,medium
3969,TEXAS ORTHOPEDIC HOSPITAL,HOUSTON,TX,77030,HARRIS,20,0,low
3970,TEXAS REGIONAL MEDICAL CENTER AT SUNNYVALE,SUNNYVALE,TX,75182,DALLAS,22,1,medium
3971,TEXAS SPINE AND JOINT HOSPITAL,TYLER,TX,75701,SMITH,20,0,low
3972,TEXOMA MEDICAL CENTER,DENISON,TX,75020,GRAYSON,20,0,low
3973,THAYER COUNTY HEALTH SERVICES,HEBRON,NE,68370,THAYER,97,1,medium
3974,THE CARLE FOUNDATION HOSPITAL,URBANA,IL,61801,CHAMPAIGN,21,0,low
3975,THE HEALTHCENTER,KALISPELL,MT,59901,FLATHEAD,102,1,medium
3976,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,NEWBURGH,IN,47630,WARRICK,104,1,medium
3977,THE HEART HOSPITAL BAYLOR DENTON,DENTON,TX,76208,DENTON,30,1,medium
3978,THE HEART HOSPITAL BAYLOR PLANO,PLANO,TX,75093,COLLIN,20,0,low
3979,THE HOSPITAL AT WESTLAKE MEDICAL CENTER,AUSTIN,TX,78746,TRAVIS,20,0,low
3980,THE JAMES B HAGGIN MEMORIAL HOSPITAL,HARRODSBURG,KY,40330,MERCER,93,1,medium
3981,THE MCDOWELL HOSPITAL,MARION,NC,28752,MCDOWELL,20,0,low
3982,THE MEDICAL CENTER AT BOWLING GREEN,BOWLING GREEN,KY,42101,WARREN,20,0,low
3983,THE MEDICAL CENTER AT FRANKLIN,FRANKLIN,KY,42135,SIMPSON,22,1,medium
3984,THE MEDICAL CENTER AT SCOTTSVILLE,SCOTTSVILLE,KY,42164,ALLEN,24,1,medium
3985,THE MEDICAL CENTER OF SOUTHEAST TEXAS,PORT ARTHUR,TX,77640,JEFFERSON,23,1,medium
3986,THE MERCY HOSPITAL OF DEVILS LAKE,DEVILS LAKE,ND,58301,RAMSEY,21,0,low
3987,THE MONROE CLINIC,MONROE,WI,53566,GREEN,20,0,low
3988,THE NEBRASKA MEDICAL CENTER DBA NEBRASKA MEDICINE,OMAHA,NE,68198,DOUGLAS,20,0,low
3989,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,FORT WAYNE,IN,46804,ALLEN,79,1,medium
3990,THE ORTHOPEDIC SPECIALTY HOSPITAL,MURRAY,UT,84107,SALT LAKE,114,1,medium
3991,"THE OUTER BANKS HOSPITAL, INC",NAGS HEAD,NC,27959,DARE,26,1,medium
3992,THE QUEENS MEDICAL CENTER,HONOLULU,HI,96813,HONOLULU,20,0,low
3993,THE REGIONAL MEDICAL CENTER OF ACADIANA,LAFAYETTE,LA,70506,LAFAYETTE,20,0,low
3994,THE SPINE HOSPITAL OF LOUISIANA,BATON ROUGE,LA,70810,EAST BATON ROUGE,99,1,medium
3995,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,CHICAGO,IL,60637,COOK,20,0,low
3996,THE UNIVERSITY OF TN MEDICAL CENTER,KNOXVILLE,TN,37920,KNOX,20,0,low
3997,THEDA CLARK MEDICAL CENTER,NEENAH,WI,54956,WINNEBAGO,20,0,low
3998,THEDACARE MEDICAL CENTER NEW LONDON,NEW LONDON,WI,54961,OUTAGAMIE,20,0,low
3999,THIBODAUX REGIONAL MEDICAL CENTER,THIBODAUX,LA,70301,LAFOURCHE,21,0,low
4000,THOMAS H BOYD MEMORIAL HOSPITAL,CARROLLTON,IL,62016,GREENE,94,1,medium
4001,THOMAS HOSPITAL,FAIRHOPE,AL,36532,BALDWIN,22,1,medium
4002,THOMAS JEFFERSON UNIVERSITY HOSPITAL,PHILADELPHIA,PA,19107,PHILADELPHIA,20,0,low
4003,THOMAS MEMORIAL HOSPITAL,SOUTH CHARLESTON,WV,25309,KANAWHA,26,1,medium
4004,THOREK MEMORIAL HOSPITAL,CHICAGO,IL,60613,COOK,21,0,low
4005,THREE GABLES SURGERY CENTER,PROCTORVILLE,OH,45669,LAWRENCE,98,1,medium
4006,THREE RIVERS HEALTH,THREE RIVERS,MI,49093,SAINT JOSEPH,21,0,low
4007,THREE RIVERS HOSPITAL,BREWSTER,WA,98812,OKANOGAN,111,1,medium
4008,THREE RIVERS MEDICAL CENTER,LOUISA,KY,41230,LAWRENCE,20,0,low
4009,TIDELANDS HEALTH,GEORGETOWN,SC,29440,GEORGETOWN,23,1,medium
4010,TIFT REGIONAL MEDICAL CENTER,TIFTON,GA,31793,TIFT,22,1,medium
4011,TILLAMOOK REGIONAL MEDICAL CENTER,TILLAMOOK,OR,97141,TILLAMOOK,113,1,medium
4012,TIMPANOGOS REGIONAL HOSPITAL,OREM,UT,84057,UTAH,20,0,low
4013,TIPPAH COUNTY HOSPITAL,RIPLEY,MS,38663,TIPPAH,22,1,medium
4014,TISHOMINGO HEALTH SERVICES INC,IUKA,MS,38852,TISHOMINGO,22,1,medium
4015,TITUS REGIONAL MEDICAL CENTER,MOUNT PLEASANT,TX,75455,TITUS,21,0,low
4016,TLC HEALTH NETWORK,GOWANDA,NY,14070,CATTARAUGUS,22,1,medium
4017,TOGUS VA MEDICAL CENTER,AUGUSTA,ME,4330,KENNEBEC,79,1,medium
4018,TOLEDO HOSPITAL THE,TOLEDO,OH,43606,LUCAS,20,0,low
4019,TOMAH MEMORIAL HOSPITAL,TOMAH,WI,54660,MONROE,24,1,medium
4020,TOMAH VA MEDICAL CENTER,TOMAH,WI,54660,MONROE,98,1,medium
4021,TOMBALL REGIONAL MEDICAL CENTER,TOMBALL,TX,77375,HARRIS,22,1,medium
4022,TOPPENISH COMMUNITY HOSPITAL,TOPPENISH,WA,98948,YAKIMA,20,0,low
4023,TOPS SURGICAL SPECIALTY HOSPITAL,HOUSTON,TX,77090,HARRIS,21,0,low
4024,TORRANCE MEMORIAL MEDICAL CENTER,TORRANCE,CA,90509,LOS ANGELES,21,0,low
4025,TOUCHETTE REGIONAL HOSPITAL INC,CENTREVILLE,IL,62207,SAINT CLAIR,24,1,medium
4026,TOURO INFIRMARY,NEW ORLEANS,LA,70115,ORLEANS,20,0,low
4027,TOWNER COUNTY MEDICAL CENTER,CANDO,ND,58324,TOWNER,115,2,high
4028,TRACE REGIONAL HOSP AND SWING BED,HOUSTON,MS,38851,CHICKASAW,23,1,medium
4029,"TRANSYLVANIA REGIONAL HOSPITAL, INC",BREVARD,NC,28712,TRANSYLVANIA,22,1,medium
4030,TREASURE VALLEY HOSPITAL,BOISE,ID,83704,ADA,92,1,medium
4031,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,WA KEENEY,KS,67672,TREGO,77,1,medium
4032,TRI COUNTY HOSPITAL,WADENA,MN,56482,WADENA,28,1,medium
4033,TRI COUNTY MEMORIAL HOSPITAL,WHITEHALL,WI,54773,TREMPEALEAU,105,1,medium
4034,TRI VALLEY HEALTH SYSTEM,CAMBRIDGE,NE,69022,FURNAS,28,1,medium
4035,TRI-CITY MEDICAL CENTER,OCEANSIDE,CA,92056,SAN DIEGO,20,0,low
4036,TRIDENT MEDICAL CENTER,CHARLESTON,SC,29406,CHARLESTON,20,0,low
4037,TRIGG COUNTY HOSPITAL,CADIZ,KY,42211,TRIGG,22,1,medium
4038,TRIHEALTH EVENDALE HOSPITAL,CINCINNATI,OH,45241,HAMILTON,104,1,medium
4039,TRINITAS REGIONAL MEDICAL CENTER,ELIZABETH,NJ,7207,UNION,20,0,low
4040,TRINITY BETTENDORF,BETTENDORF,IA,52722,SCOTT,20,0,low
4041,TRINITY HOSPITAL OF AUGUSTA,AUGUSTA,GA,30904,RICHMOND,20,0,low
4042,TRINITY HOSPITAL TWIN CITY,DENNISON,OH,44621,TUSCARAWAS,111,1,medium
4043,TRINITY HOSPITALS,MINOT,ND,58701,WARD,20,0,low
4044,TRINITY MEDICAL CENTER,BIRMINGHAM,AL,35213,JEFFERSON,20,0,low
4045,TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,STEUBENVILLE,OH,43952,JEFFERSON,20,0,low
4046,TRINITY MUSCATINE,MUSCATINE,IA,52761,MUSCATINE,20,0,low
4047,TRINITY REGIONAL MEDICAL CENTER,FORT DODGE,IA,50501,WEBSTER,20,0,low
4048,TRINITY ROCK ISLAND,ROCK ISLAND,IL,61201,ROCK ISLAND,20,0,low
4049,TRISTAR ASHLAND CITY MEDICAL CENTER,ASHLAND CITY,TN,37015,CHEATHAM,21,0,low
4050,TRISTAR CENTENNIAL MEDICAL CENTER,NASHVILLE,TN,37203,DAVIDSON,20,0,low
4051,TRISTAR HENDERSONVILLE MEDICAL CENTER,HENDERSONVILLE,TN,37075,SUMNER,21,0,low
4052,TRISTAR HORIZON MEDICAL CENTER,DICKSON,TN,37055,DICKSON,20,0,low
4053,TRISTAR SKYLINE MEDICAL CENTER,NASHVILLE,TN,37207,DAVIDSON,20,0,low
4054,TRISTAR SOUTHERN HILLS MEDICAL CENTER,NASHVILLE,TN,37211,DAVIDSON,21,0,low
4055,TRISTAR STONECREST MEDICAL CENTER,SMYRNA,TN,37167,RUTHERFORD,20,0,low
4056,TRISTAR SUMMIT MEDICAL CENTER,HERMITAGE,TN,37076,DAVIDSON,21,0,low
4057,TRI-STATE MEMORIAL HOSPITAL,CLARKSTON,WA,99403,ASOTIN,22,1,medium
4058,TRMC OF ORANGEBURG & CALHOUN,ORANGEBURG,SC,29115,ORANGEBURG,21,0,low
4059,TROUSDALE MEDICAL CENTER,HARTSVILLE,TN,37074,TROUSDALE,99,1,medium
4060,TROY COMMUNITY HOSPITAL,TROY,PA,16947,BRADFORD,25,1,medium
